Id,Longitude,Latitude,Building Area,Floor_Label,Layout_Label,Building_Type_Label,Orientation_Label,Structure_Label,Decoration_Label,Elevator_Label,Ownership_Label,Total_Rooms,Num_Rooms,price
2177,103.963945,30.730723,87.67,2,1,2,6,3,1,1,1,5,2,0.79
2178,103.963945,30.730723,89.16,1,1,3,9,2,2,1,1,5,2,0.67
2179,103.963945,30.730723,88.18,1,1,2,6,3,3,1,1,7,3,1.3
2180,103.963945,30.730723,81,1,1,2,6,3,3,1,1,7,3,1.15
2181,103.963945,30.730723,69.15,1,3,2,3,3,1,1,1,7,2,1.18
2182,103.963945,30.730723,63.41,3,1,2,9,2,3,1,1,5,2,0.89
2183,103.963945,30.730723,33,3,1,1,2,3,3,1,1,4,1,0.15
2184,103.963945,30.730723,43.19,2,3,3,2,3,2,1,1,8,2,0.35
2185,103.963945,30.730723,28.27,2,1,2,9,2,0,1,1,4,1,0.187
2186,103.963945,30.730723,36.5,2,1,3,6,3,3,1,1,4,1,0.22
2187,103.963945,30.730723,48.79,2,1,2,6,2,3,1,1,3,1,0.25
2188,103.963945,30.730723,48.92,1,1,2,6,2,3,1,1,4,1,0.26
2189,103.98203,30.728014,45,2,3,3,5,3,3,1,1,5,2,0.56
2190,103.963945,30.730723,130.77,1,1,1,10,3,2,1,1,9,4,1.45
2191,103.98203,30.728014,113.5,3,1,1,6,3,2,0,1,7,3,1.78
2192,103.98203,30.728014,148,2,1,2,6,3,1,0,1,8,4,3.6
2193,103.963945,30.730723,67.47,2,1,1,5,2,3,1,1,5,2,0.75
2194,103.963945,30.730723,87.14,3,1,2,5,3,2,1,1,6,2,0.939
2195,103.963945,30.730723,75,3,1,2,6,2,1,1,1,6,2,1.22
2196,103.963945,30.730723,69,2,1,1,6,3,2,1,1,5,2,0.66
2197,103.963945,30.730723,81.53,1,1,1,6,2,3,1,1,4,1,0.48
2198,103.963945,30.730723,88.05,3,1,1,2,2,3,1,1,7,3,1.05
2199,103.963945,30.730723,121.12,2,1,3,8,3,3,1,1,8,3,1.56
2200,103.98203,30.728014,131.8,2,1,1,6,3,0,1,1,8,3,2.7
2201,103.963945,30.730723,80.99,1,1,3,9,3,3,1,1,5,2,0.92
2202,103.963945,30.730723,89.51,3,1,3,6,3,3,1,1,7,3,0.98
2203,103.963945,30.730723,135.6,2,1,1,6,3,3,1,1,9,4,1.65
2204,103.963945,30.730723,89.32,2,1,3,6,3,0,1,1,7,3,1.05
2205,103.963945,30.730723,80.68,2,1,3,5,3,3,1,1,6,3,1.08
2206,103.963945,30.730723,86.56,1,1,3,6,3,3,1,1,7,2,1.12
2207,103.963945,30.730723,64.18,2,1,1,10,2,3,1,1,4,1,0.38
2208,103.963945,30.730723,125.84,1,1,1,9,3,3,1,1,8,3,1.4
2209,103.98203,30.728014,166.35,2,1,1,6,2,2,0,1,9,4,2.46
2210,103.98203,30.728014,137.13,3,3,1,6,2,3,0,1,8,3,3.25
2211,103.963945,30.730723,254.86,1,3,2,5,2,0,1,1,12,6,2.68
2212,103.963945,30.730723,80.61,2,1,3,10,3,0,1,1,6,3,1.08
2213,103.98203,30.728014,147.67,2,1,1,6,3,3,0,1,8,3,3.38
2214,103.98203,30.728014,126.35,3,1,1,6,2,2,1,1,9,4,1.88
2215,103.963945,30.730723,102.43,1,1,3,3,3,3,1,1,8,3,1.18
2216,103.98203,30.728014,84.67,1,1,1,10,3,2,1,1,5,2,1.69
2217,103.963945,30.730723,90.49,1,1,3,6,3,3,1,1,7,3,1.18
2218,103.963945,30.730723,140.84,1,1,3,6,2,3,1,1,7,3,1.596
2219,103.963945,30.730723,98.03,1,1,2,5,3,2,1,1,8,3,1.66
2220,103.98203,30.728014,250.8,1,3,1,6,3,1,1,1,16,8,6.39
2221,103.98203,30.728014,163.8,3,3,1,6,3,3,1,1,11,5,5.08
2222,103.963945,30.730723,121.7,2,3,1,9,3,3,1,1,9,4,1.79
2223,103.98203,30.728014,179.81,3,3,1,2,3,1,0,1,9,4,3.15
2224,103.98203,30.728014,204.18,3,3,1,9,2,0,0,1,9,5,3.89
2225,103.98203,30.728014,195.87,1,3,1,8,3,3,1,1,10,5,4.69
2226,103.98203,30.728014,202.37,1,3,2,6,3,1,1,1,11,4,3
2227,103.963945,30.730723,111.84,2,1,1,6,3,0,1,1,8,4,1.555
2228,103.963945,30.730723,129.61,2,1,1,9,3,3,1,1,8,4,1.66
2229,103.963945,30.730723,139,3,3,1,2,3,3,1,1,11,5,2.39
2230,103.98203,30.728014,84.16,1,2,1,9,3,3,1,1,8,3,2.7
2231,103.963945,30.730723,131.1,3,1,2,1,3,2,1,1,8,4,1.38
2232,103.98203,30.728014,165.18,3,1,1,2,3,3,0,1,9,4,2.62
2233,103.963945,30.730723,90,3,3,2,6,3,2,1,1,6,2,1.65
2234,103.98203,30.728014,141.8,2,1,1,2,3,3,1,1,9,4,2.78
2235,103.963945,30.730723,66,2,1,1,6,2,3,1,1,4,1,0.27
2236,103.963945,30.730723,109.61,2,1,1,9,3,1,1,1,8,3,2.1
2237,103.963945,30.730723,199.1,2,1,1,6,2,1,1,1,8,4,0.75
2238,103.963945,30.730723,108.79,1,1,1,6,3,1,1,1,8,3,1.28
2239,103.963945,30.730723,105.02,3,1,3,2,2,2,1,1,7,3,1.7
2240,103.963945,30.730723,89.28,3,1,1,6,2,1,1,1,7,3,0.91
2241,103.963945,30.730723,124.85,3,1,3,2,3,3,1,1,9,4,1.6
2242,103.963945,30.730723,108,2,1,2,6,2,3,1,1,8,3,1.79
2243,103.963945,30.730723,89.28,1,1,3,2,2,2,1,1,7,3,0.9
2244,103.963945,30.730723,133.71,1,2,1,6,3,3,0,1,8,3,1.33
2245,103.963945,30.730723,128.53,3,1,3,6,3,3,1,1,8,3,1.28
2246,103.963945,30.730723,89.73,1,1,3,2,2,2,1,1,6,3,0.95
2247,103.963945,30.730723,124.9,2,1,3,6,3,3,1,1,9,4,1.713
2248,103.963945,30.730723,126,3,1,3,2,3,3,1,1,8,4,1.68
2249,103.963945,30.730723,87.3,1,1,3,3,3,3,1,1,8,3,1.166
2250,103.963945,30.730723,150,3,1,1,6,3,1,1,1,9,4,1.9
2251,103.963945,30.730723,69.28,1,1,1,2,2,0,1,1,5,2,0.84
2252,103.963945,30.730723,95.91,2,1,3,5,3,2,1,1,6,3,1.08
2253,103.963945,30.730723,86.94,3,1,2,2,2,3,1,1,5,2,0.5
2254,103.98203,30.728014,340.23,1,3,1,6,1,3,0,1,13,6,12
2255,103.98203,30.728014,106.12,1,1,1,9,3,2,1,1,8,3,2.7
2256,103.963945,30.730723,179.82,3,3,1,6,3,3,0,1,11,5,2.8
2257,103.98203,30.728014,209.08,1,3,1,9,3,3,1,1,11,4,4.8
2258,103.963945,30.730723,89.31,2,1,3,9,2,0,1,1,7,3,1.05
2259,103.963945,30.730723,69.85,1,1,3,6,3,0,1,1,6,3,0.9
2260,103.98203,30.728014,122.5,1,1,1,5,3,1,1,1,7,3,2.34
2261,103.963945,30.730723,96.13,3,1,2,10,3,3,1,1,6,3,1.1
2262,103.98203,30.728014,109.01,2,1,1,2,3,3,1,1,8,3,2.42
2263,103.963945,30.730723,78.94,1,1,3,6,3,3,1,1,5,2,0.88
2264,103.963945,30.730723,89.17,3,1,3,6,3,3,1,1,6,2,1
2265,103.963945,30.730723,72,2,1,3,3,3,3,1,1,5,2,0.98
2266,103.963945,30.730723,69.51,1,1,1,6,3,3,1,1,4,1,0.699
2267,103.98203,30.728014,83.24,2,1,1,9,3,3,1,1,6,2,1.8
2268,103.963945,30.730723,64.23,1,1,1,9,2,2,1,1,5,2,0.66
2269,103.963945,30.730723,99.53,1,2,3,6,3,3,1,1,8,3,1.5
2270,103.98203,30.728014,114.03,2,1,1,5,3,2,1,1,8,3,2.2
2271,103.963945,30.730723,69.89,1,1,3,10,3,3,1,1,7,3,0.95
2272,103.963945,30.730723,106.04,3,1,1,9,3,2,1,1,8,3,1.8
2273,103.98203,30.728014,106.18,3,1,1,9,3,3,1,1,7,3,2.1
2274,103.98203,30.728014,160.48,2,1,1,6,3,1,1,1,10,4,3.4
2275,103.963945,30.730723,81.63,3,1,3,6,2,2,1,1,6,2,0.868
2276,103.963945,30.730723,86.27,1,1,3,6,3,2,1,1,7,3,1.04
2277,103.98203,30.728014,117.94,1,1,1,10,3,1,1,1,7,3,1.82
2278,103.98203,30.728014,106.12,3,1,1,8,3,0,1,1,8,3,2.2
2279,103.98203,30.728014,109.5,3,1,1,9,3,3,1,1,8,3,2.15
2280,103.963945,30.730723,106.56,3,1,2,5,3,2,1,1,8,3,1.6
2281,103.963945,30.730723,90.7,1,1,3,6,3,3,1,1,8,4,1.28
2282,103.98203,30.728014,136.27,1,3,2,9,3,1,0,1,8,3,3
2283,103.963945,30.730723,86.82,2,1,3,6,3,2,1,1,6,3,1.12
2284,103.963945,30.730723,119.58,2,1,2,9,2,3,1,1,8,3,2.12
2285,103.963945,30.730723,131.4,1,1,1,6,3,3,1,1,9,4,1.53
2286,103.963945,30.730723,87.16,1,1,3,6,2,3,1,1,6,3,1.056
2287,103.963945,30.730723,114.36,1,1,3,6,2,3,1,1,8,3,2.07
2288,103.963945,30.730723,89.51,1,1,3,1,3,0,1,1,7,3,1.1
2289,103.963945,30.730723,89.54,3,1,3,6,3,3,1,1,7,3,1.23
2290,103.963945,30.730723,92.14,2,1,3,5,3,3,1,1,7,3,1.05
2291,103.98203,30.728014,123.25,1,1,2,2,3,2,1,1,8,3,2.85
2292,103.963945,30.730723,139.09,3,1,3,6,2,2,1,1,7,3,1.45
2293,103.963945,30.730723,89.49,2,1,1,1,2,0,1,1,7,3,0.915
2294,103.98203,30.728014,115.48,2,1,1,2,3,3,1,1,8,3,2.3
2295,103.963945,30.730723,87.35,1,1,2,9,2,3,1,1,9,4,1.07
2296,103.98203,30.728014,121.1,1,1,1,9,3,3,1,1,7,3,2.355
2297,103.98203,30.728014,124.28,2,1,1,6,3,3,0,1,8,3,1.81
2298,103.98203,30.728014,141.87,1,1,1,9,3,2,0,1,8,3,2.45
2299,103.963945,30.730723,89.28,1,1,1,9,2,0,1,1,7,3,0.925
2300,103.963945,30.730723,78.39,3,1,3,6,3,3,1,1,7,3,1.11
2301,103.963945,30.730723,74.94,3,1,3,3,3,0,1,1,6,3,0.935
2302,103.98203,30.728014,116,1,1,1,6,3,3,1,1,7,3,2.12
2303,103.963945,30.730723,89.32,3,1,3,9,3,3,1,1,6,3,1.05
2304,103.963945,30.730723,108.63,1,1,2,6,2,3,1,1,7,3,1.75
2305,103.98203,30.728014,139.42,1,1,2,6,3,3,1,1,6,3,2.64
2306,103.963945,30.730723,112,2,1,1,6,3,1,1,1,8,3,1.35
2307,103.98203,30.728014,140.08,3,1,1,2,3,2,0,1,8,3,2.12
2308,103.98203,30.728014,139.33,1,1,1,6,3,3,1,1,7,3,2.43
2309,103.963945,30.730723,95.94,1,1,3,6,3,3,1,1,6,3,1.138
2310,103.963945,30.730723,89.73,2,1,3,6,2,2,1,1,7,3,1.12
2311,103.963945,30.730723,84.23,2,1,3,6,2,2,1,1,6,3,0.96
2312,103.963945,30.730723,105,2,1,3,6,3,3,1,1,8,3,1.83
2313,103.963945,30.730723,129.61,2,1,1,1,3,0,1,1,8,4,1.8
2314,103.963945,30.730723,134.62,3,1,3,6,3,3,1,1,8,3,1.36
2315,103.963945,30.730723,89.28,3,1,3,8,2,3,1,1,7,3,0.98
2316,103.963945,30.730723,80.58,2,1,3,4,3,1,1,1,7,3,0.909
2317,103.963945,30.730723,73.34,3,1,3,10,3,2,1,1,6,3,1.05
2318,103.963945,30.730723,89.6,1,3,2,9,3,0,1,1,9,4,2
2319,103.963945,30.730723,119.17,1,1,2,6,2,3,1,1,7,3,1.9
2320,103.963945,30.730723,124.83,2,1,3,6,3,3,1,1,9,4,1.66
2321,103.98203,30.728014,121.24,2,1,1,6,3,2,1,1,7,3,2.38
2322,103.98203,30.728014,117.09,1,1,1,9,3,3,1,1,8,3,2.68
2323,103.98203,30.728014,188.07,1,3,1,2,3,0,1,1,10,4,3.3
2324,103.98203,30.728014,115.06,1,1,1,2,3,2,0,1,8,3,2.15
2325,103.963945,30.730723,95.75,3,1,3,5,3,1,1,1,6,3,1
2326,103.963945,30.730723,118.32,1,3,1,9,3,3,1,1,7,3,1.8
2327,103.963945,30.730723,80.27,1,1,3,1,3,3,1,1,7,3,0.98
2328,103.963945,30.730723,125.97,3,1,2,5,2,3,1,1,9,4,2.25
2329,103.963945,30.730723,89.32,1,1,3,6,3,3,1,1,6,3,1.1
2330,103.963945,30.730723,109,3,1,1,9,3,2,1,1,7,3,1.25
2331,103.963945,30.730723,90.15,3,1,3,6,2,3,1,1,7,3,1.05
2332,103.963945,30.730723,64.1,2,1,3,6,2,2,1,1,5,2,0.5
2333,103.963945,30.730723,128.53,1,1,3,1,3,3,1,1,8,3,1.26
2334,103.98203,30.728014,114.75,1,1,1,5,3,1,1,1,8,3,2.66
2335,103.98203,30.728014,115,1,1,1,6,3,2,0,1,7,3,2.58
2336,103.963945,30.730723,91.24,2,1,2,9,3,2,1,1,6,3,1.05
2337,103.963945,30.730723,91.91,3,1,1,6,2,3,1,1,6,3,0.9
2338,103.963945,30.730723,95.84,2,1,3,6,3,3,1,1,7,3,1.075
2339,103.963945,30.730723,92.1,2,1,2,5,3,2,1,1,7,3,0.95
2340,103.963945,30.730723,89.95,3,1,2,1,3,2,1,1,6,3,1.025
2341,103.963945,30.730723,67.32,2,1,1,6,2,0,1,1,5,2,0.81
2342,103.963945,30.730723,94.82,1,1,3,6,3,2,1,1,8,3,1.13
2343,103.98203,30.728014,142.34,2,1,1,2,3,3,0,1,8,3,2.29
2344,103.963945,30.730723,89.33,3,1,2,5,2,3,1,1,7,3,0.95
2345,103.98203,30.728014,160,2,1,1,6,3,0,1,1,9,4,3.8
2346,103.98203,30.728014,140.23,2,1,1,9,3,0,0,1,9,4,3.08
2347,103.963945,30.730723,89.25,3,1,2,2,2,2,1,1,7,3,0.905
2348,103.963945,30.730723,99.53,3,1,3,5,3,2,1,1,9,4,1.13
2349,103.963945,30.730723,127.11,3,1,1,5,3,3,1,1,8,3,1.35
2350,103.98203,30.728014,165.32,2,1,1,2,3,1,0,1,9,4,2.45
2351,103.98203,30.728014,143.55,2,1,1,2,3,2,0,1,7,3,2.4
2352,103.98203,30.728014,141.8,1,1,1,6,3,3,1,1,8,4,2.36
2353,103.963945,30.730723,90.06,3,1,1,2,2,3,1,1,9,4,1.06
2354,103.963945,30.730723,172.14,1,3,2,9,3,1,1,1,9,4,2.2
2355,103.963945,30.730723,103.34,3,1,3,3,3,3,1,1,7,3,1.71
2356,103.963945,30.730723,85.36,3,1,2,2,3,2,1,1,7,3,1.17
2357,103.98203,30.728014,150.45,1,1,1,2,3,1,1,1,9,4,2.83
2358,103.963945,30.730723,64.74,2,1,1,9,2,3,1,1,5,2,0.72
2359,103.98203,30.728014,199.6,1,3,1,6,3,0,1,1,11,5,4
2360,103.98203,30.728014,160.36,3,1,1,6,3,0,1,1,9,4,3.86
2361,103.963945,30.730723,95.75,1,1,3,1,3,2,1,1,7,3,1
2362,103.98203,30.728014,205,1,3,1,6,3,3,1,1,12,5,5.2
2363,103.963945,30.730723,106,3,3,1,6,3,0,1,1,9,4,2.48
2364,103.963945,30.730723,88.02,1,3,1,6,3,0,1,1,5,2,1.09
2365,103.98203,30.728014,175.21,3,3,1,2,3,2,0,1,9,4,3.03
2366,103.963945,30.730723,90.49,2,1,3,10,3,3,1,1,7,3,1.13
2367,103.963945,30.730723,56.69,3,1,1,6,2,3,1,1,5,2,0.45
2368,103.963945,30.730723,75,3,1,2,6,2,3,1,1,6,2,1.2
2369,103.963945,30.730723,88.46,3,1,2,6,3,3,1,1,6,2,0.85
2370,103.963945,30.730723,68.87,1,1,2,6,3,2,1,1,6,2,0.6
2371,103.963945,30.730723,89.69,3,1,3,6,2,1,1,1,7,3,0.9
2372,103.963945,30.730723,65.74,3,1,1,1,2,2,1,1,4,1,0.3
2373,103.963945,30.730723,71,1,1,3,10,2,3,1,1,6,2,1.3
2374,103.98203,30.728014,120.79,2,1,1,2,3,3,0,1,8,3,1.98
2375,103.963945,30.730723,65.75,1,1,1,1,2,2,1,1,4,1,0.34
2376,103.963945,30.730723,64,2,1,3,1,2,3,1,1,5,2,0.5
2377,103.963945,30.730723,62,2,1,1,6,2,3,1,1,5,2,0.4
2378,103.963945,30.730723,58.02,1,1,2,6,3,2,1,1,4,1,0.645
2379,103.963945,30.730723,65.75,2,1,1,6,2,3,1,1,5,2,0.376
2380,103.963945,30.730723,70.6,1,1,1,6,2,1,1,1,5,2,0.35
2381,103.963945,30.730723,65.74,2,1,1,6,2,2,1,1,6,2,0.36
2382,103.963945,30.730723,65.75,1,1,1,1,2,3,1,1,4,1,0.32
2383,103.963945,30.730723,65.75,1,1,1,6,2,3,1,1,5,2,0.488
2384,103.963945,30.730723,115.5,2,1,1,10,3,3,1,1,6,3,1.48
2385,103.963945,30.730723,128.24,3,1,3,6,3,3,1,1,8,3,1.45
2386,103.963945,30.730723,89.68,2,1,3,8,3,3,1,1,7,3,1.45
2387,103.963945,30.730723,105.15,1,1,2,6,2,3,1,1,7,3,1.8
2388,103.98203,30.728014,142.17,2,1,1,6,3,2,0,1,8,3,2.36
2389,103.98203,30.728014,123.79,1,1,1,6,2,3,0,1,8,3,2.2
2390,103.963945,30.730723,119.58,1,1,2,6,2,3,1,1,8,3,1.98
2391,103.963945,30.730723,119.17,1,1,2,6,2,3,1,1,8,3,2
2392,103.98203,30.728014,136,2,1,1,6,3,3,0,1,7,3,3.05
2393,103.963945,30.730723,134.94,3,2,1,6,3,3,0,1,9,4,1.39
2394,103.963945,30.730723,105.51,3,1,2,6,2,3,1,1,6,3,1.72
2395,103.963945,30.730723,84.87,2,1,3,6,2,3,1,1,6,3,1.05
2396,103.963945,30.730723,107.92,3,1,1,6,3,3,1,1,8,3,1.55
2397,103.98203,30.728014,133.18,1,1,1,6,3,3,1,1,9,4,3.25
2398,103.963945,30.730723,91.32,3,1,2,10,3,3,1,1,7,3,1.068
2399,103.963945,30.730723,93.31,1,1,3,6,3,3,1,1,8,4,1.176
2400,103.98203,30.728014,140.08,1,1,1,9,2,3,1,1,8,4,2.7
2401,103.963945,30.730723,105.06,3,1,2,5,2,3,1,1,7,3,1.69
2402,103.98203,30.728014,140.34,1,1,1,9,3,2,1,1,8,3,2.475
2403,103.963945,30.730723,89.65,1,1,3,6,2,3,1,1,7,3,0.95
2404,103.963945,30.730723,102.85,3,1,1,6,3,3,1,1,8,3,1.25
2405,103.963945,30.730723,91.04,2,1,3,2,3,2,1,1,6,2,1
2406,103.963945,30.730723,50.16,3,1,3,9,3,2,1,1,4,1,0.55
2407,103.98203,30.728014,77.62,1,1,1,10,3,3,1,1,5,2,1.49
2408,103.963945,30.730723,104.96,2,1,2,5,3,3,1,1,8,3,1.4
2409,103.963945,30.730723,105.53,2,1,3,2,3,3,1,1,7,3,1.93
2410,103.98203,30.728014,185,3,3,1,2,3,3,0,1,10,5,4.8
2411,103.963945,30.730723,89.48,3,1,3,6,3,3,1,1,6,3,1.1
2412,103.963945,30.730723,128.32,1,1,3,9,3,3,1,1,7,3,1.238
2413,103.963945,30.730723,63.23,3,1,1,6,2,3,1,1,5,2,0.72
2414,103.963945,30.730723,89.48,1,1,3,9,3,3,1,1,6,2,0.95
2415,103.963945,30.730723,147.4,3,3,3,6,2,3,1,1,10,4,2.8
2416,103.963945,30.730723,65.74,1,1,1,3,2,2,1,1,5,1,0.298
2417,103.98203,30.728014,119.29,3,1,1,2,3,3,1,1,8,3,2.3
2418,103.963945,30.730723,84.23,2,1,3,6,2,2,1,1,7,3,1.01
2419,103.963945,30.730723,65.75,1,1,1,6,2,1,1,1,3,1,0.43
2420,103.98203,30.728014,84.67,3,1,1,6,3,0,1,1,5,2,1.76
2421,103.963945,30.730723,89.17,2,1,3,9,3,3,1,1,6,2,0.928
2422,103.963945,30.730723,89.17,2,1,3,6,3,0,1,1,5,2,1.03
2423,103.963945,30.730723,102.58,1,1,3,6,3,3,1,1,8,3,1.45
2424,103.98203,30.728014,84,3,1,1,8,3,3,1,1,6,2,1.52
2425,103.963945,30.730723,89.17,2,1,3,6,3,3,1,1,5,2,0.9
2426,103.98203,30.728014,76.69,2,1,1,5,3,3,1,1,5,2,1.56
2427,103.963945,30.730723,85.86,1,1,2,6,3,2,1,1,5,2,0.9
2428,103.963945,30.730723,85.9,2,1,3,10,3,2,1,1,5,2,0.96
2429,103.963945,30.730723,73.44,3,1,1,9,2,0,1,1,5,2,1.148
2430,103.963945,30.730723,63,1,1,2,6,3,3,1,1,5,2,0.98
2431,103.963945,30.730723,39.18,2,1,2,6,2,3,1,1,3,1,0.4
2432,103.963945,30.730723,64.1,1,1,3,9,2,2,1,1,4,1,0.55
2433,103.963945,30.730723,70.67,3,1,2,9,3,0,0,1,5,2,0.63
2434,103.963945,30.730723,53.78,1,1,3,6,2,3,1,1,5,2,0.75
2435,103.98203,30.728014,84.16,3,1,1,9,3,3,1,1,6,2,1.8
2436,103.963945,30.730723,67,3,1,1,9,2,3,1,1,6,2,0.7
2437,103.963945,30.730723,47.06,1,1,1,6,2,0,1,1,4,1,0.49
2438,103.963945,30.730723,90.74,3,1,1,6,2,3,1,1,7,4,1.058
2439,103.963945,30.730723,67.66,2,1,1,5,2,3,1,1,6,2,0.72
2440,103.963945,30.730723,69.63,3,1,1,6,3,2,1,1,5,2,0.6
2441,103.98203,30.728014,84.01,3,1,1,6,2,2,1,1,5,2,1.2
2442,103.98203,30.728014,84.67,2,1,1,10,3,2,1,1,5,2,1.65
2443,103.963945,30.730723,70.74,2,1,1,6,3,3,1,1,5,2,0.78
2444,103.963945,30.730723,86.61,3,3,2,6,2,1,1,1,7,2,1.75
2445,103.963945,30.730723,76.23,2,1,1,6,2,3,1,1,5,2,0.85
2446,103.963945,30.730723,63.07,1,1,2,3,3,0,1,1,5,2,0.966
2447,103.963945,30.730723,41.96,1,1,1,10,2,2,1,1,4,1,0.505
2448,103.963945,30.730723,69.63,1,1,1,6,3,3,1,1,4,1,0.66
2449,103.963945,30.730723,89.16,3,1,3,6,2,3,1,1,5,2,0.86
2450,103.963945,30.730723,85.84,2,1,3,9,3,3,1,1,6,2,0.96
2451,103.963945,30.730723,76.1,1,1,2,6,2,3,1,1,6,2,1.28
2452,103.963945,30.730723,89.3,1,1,2,6,3,3,1,1,5,2,0.94
2453,103.98203,30.728014,105.15,1,1,1,8,3,3,1,1,6,2,1.99
2454,103.963945,30.730723,85.93,1,1,2,9,3,2,1,1,6,2,0.95
2455,103.963945,30.730723,88.46,3,1,2,6,3,3,1,1,6,2,0.86
2456,103.963945,30.730723,89.17,3,1,3,6,3,3,1,1,5,2,0.95
2457,103.963945,30.730723,64.1,3,1,3,6,2,2,1,1,5,2,0.53
2458,103.98203,30.728014,85.87,2,1,1,9,3,3,1,1,6,2,1.72
2459,103.963945,30.730723,64.1,3,1,3,4,2,3,1,1,5,2,0.61
2460,103.963945,30.730723,95.91,3,1,3,1,3,2,1,1,7,3,1.12
2461,103.963945,30.730723,68.1,1,3,3,3,3,3,1,1,7,2,0.698
2462,103.963945,30.730723,75.56,3,1,1,6,3,1,1,1,6,2,0.63
2463,103.963945,30.730723,69.85,2,1,1,9,3,2,1,1,4,1,0.7
2464,103.98203,30.728014,77.79,3,1,1,2,3,3,1,1,5,2,1.7
2465,103.963945,30.730723,66.93,3,1,3,10,2,3,1,1,5,2,1.25
2466,103.963945,30.730723,69.51,2,1,1,9,3,2,1,1,6,2,0.6
2467,103.98203,30.728014,84.16,2,1,1,6,3,3,1,1,5,2,1.69
2468,103.98203,30.728014,83.52,1,1,1,6,3,0,1,1,5,2,1.85
2469,103.963945,30.730723,64.1,2,1,3,2,2,3,1,1,4,1,0.55
2470,103.98203,30.728014,83.24,1,1,1,6,3,3,1,1,5,2,1.67
2471,103.963945,30.730723,64.1,3,1,3,6,2,3,1,1,4,1,0.56
2472,103.963945,30.730723,89.16,3,1,3,6,2,2,1,1,5,2,0.68
2473,103.963945,30.730723,85.84,3,1,3,6,3,1,1,1,5,2,0.77
2474,103.963945,30.730723,88.25,1,1,2,6,3,1,1,1,5,2,0.8
2475,103.98203,30.728014,83.24,1,1,1,9,3,3,1,1,6,2,1.7
2476,103.963945,30.730723,88.4,1,1,2,6,3,2,1,1,5,2,0.81
2477,103.963945,30.730723,85.84,3,1,2,9,3,3,1,1,6,2,0.93
2478,103.963945,30.730723,66.02,1,1,2,6,2,3,1,1,5,2,0.635
2479,103.963945,30.730723,69.35,1,1,1,5,3,2,1,1,5,2,0.66
2480,103.963945,30.730723,87.94,2,1,2,10,3,1,1,1,5,2,0.815
2481,103.963945,30.730723,87.1,3,1,3,5,3,2,1,1,6,2,0.88
2482,103.963945,30.730723,105,1,1,3,2,2,3,1,1,8,3,1.85
2483,103.963945,30.730723,87.13,2,1,3,5,3,2,1,1,5,2,0.9
2484,103.963945,30.730723,67,2,1,3,6,2,3,1,1,5,2,1.1
2485,103.963945,30.730723,86.01,3,1,3,6,3,0,1,1,5,2,1.15
2486,103.963945,30.730723,46.04,1,1,1,5,2,3,1,1,4,1,0.47
2487,103.963945,30.730723,42,2,1,1,5,2,3,1,1,4,1,0.5
2488,103.963945,30.730723,65.78,1,1,1,6,2,3,1,1,5,2,0.69
2489,103.963945,30.730723,90.05,3,1,1,10,2,2,1,1,8,4,1.18
2490,103.963945,30.730723,71,3,1,3,9,2,3,1,1,5,2,1
2491,103.963945,30.730723,86.91,1,1,1,2,3,3,1,1,8,4,1.03
2492,103.963945,30.730723,93,3,1,1,6,3,1,1,1,6,3,0.91
2493,103.963945,30.730723,138.43,3,1,3,6,2,2,1,1,8,3,1.2
2494,103.963945,30.730723,108.68,1,1,3,6,3,2,1,1,6,3,1.15
2495,103.963945,30.730723,91.8,1,1,2,9,3,2,1,1,7,3,1
2496,103.963945,30.730723,128.24,1,1,3,6,3,3,1,1,8,3,1.4
2497,103.963945,30.730723,128.04,1,1,3,6,3,3,1,1,8,3,1.3
2498,103.963945,30.730723,138.51,3,1,3,6,2,2,1,1,7,3,1.3
2499,103.963945,30.730723,138.43,2,1,3,6,3,2,1,1,8,3,1.48
2500,103.963945,30.730723,125.15,2,1,1,6,3,3,0,1,8,3,1.5
2501,103.963945,30.730723,90.15,2,1,3,1,2,2,1,1,6,3,0.99
2502,103.98203,30.728014,120.51,2,1,1,10,3,3,1,1,7,3,2.93
2503,103.963945,30.730723,88.11,3,1,1,6,2,0,1,1,6,3,1
2504,103.963945,30.730723,138.37,2,1,3,6,2,3,1,1,7,3,1.45
2505,103.98203,30.728014,140.43,3,1,1,9,2,3,1,1,8,3,2.89
2506,103.963945,30.730723,89.33,1,1,2,5,2,2,1,1,7,3,1.05
2507,103.963945,30.730723,83.21,1,1,3,2,3,0,1,1,6,3,1.25
2508,103.963945,30.730723,110.5,2,1,1,6,3,3,1,1,8,3,1.39
2509,103.963945,30.730723,87.51,1,1,1,6,2,3,1,1,8,4,1.2
2510,103.98203,30.728014,142.27,2,1,1,5,3,0,1,1,9,4,3.8
2511,103.963945,30.730723,89.73,2,1,3,9,2,3,1,1,6,3,1.1
2512,103.963945,30.730723,95.92,2,1,3,5,3,3,1,1,7,3,1.04
2513,103.963945,30.730723,127.11,3,1,1,9,3,3,1,1,8,3,1.5
2514,103.963945,30.730723,95.74,2,1,2,6,3,3,1,1,7,3,1.15
2515,103.963945,30.730723,95.82,1,1,2,1,3,3,1,1,6,3,1.162
2516,103.963945,30.730723,89.75,1,1,3,8,3,2,1,1,7,3,1.18
2517,103.963945,30.730723,81.59,1,1,2,5,3,2,1,1,6,3,1.1
